id,name,url,time,genre,release_time,intro,directors,writers,stars
4193,The Fantasticks (2000) ,"https://m.media-amazon.com/images/M/MV5BMjIyMDE0NzY1M15BMl5BanBnXkFtZTgwOTgzMzgwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Musical|Romance,22 September 2000 (USA),A mysterious fair that comes to a small community in the countryside could make real the illusions of two teenagers.,Michael Ritchie,Tom Jones|Harvey Schmidt,Joel Grey|Barnard Hughes|Jean Louisa Kelly
4194,I Know Where I'm Going! (1945) ,"https://m.media-amazon.com/images/M/MV5BYTM0OTRiYjktMTNjZi00NzVhLWIzYmQtZDQyYzk4NTE5NzRmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UY268_CR7,0,182,268_AL_.jpg",1h 31min,Drama|Romance,17 December 1945 (UK),"A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts.",Michael Powell|Emeric Pressburger,Michael Powell,Wendy Hiller|Roger Livesey|George Carney
4195,The Abominable Dr. Phibes (1971) ,"https://m.media-amazon.com/images/M/MV5BMWIwYjc5ZjEtZGI0Mi00ODVjLWFhODAtOWU3N2Q5NmNlZDFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 34min,Comedy|Horror,26 August 1971 (UK),"A doctor, scientist, organist, and biblical scholar, Anton Phibes, seeks revenge on the nine doctors he considers responsible for his wife's death.",Robert Fuest,James Whiton,Vincent Price|Joseph Cotten|Virginia North
4197,Real Life (1979) ,"https://m.media-amazon.com/images/M/MV5BYWYxZTc5ZTMtMTM1Yy00NzgyLWJjMDYtYjMyMGY3YzVjOGMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 39min,Comedy,23 March 1979 (USA),"A film crew sets out to record a year in the life of an average family, but things quickly start going wrong.",Albert Brooks,Monica Mcgowan Johnson|Harry Shearer,Dick Haynes|Albert Brooks|Matthew Tobin
4198,Battle Beyond the Stars (1980) ,"https://m.media-amazon.com/images/M/MV5BMWJlZjZiNDktMDk2Yi00ZmJhLWJjYjUtMDU4Zjc4MjdmYzg5XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 44min,Action|Adventure|Sci-Fi,13 November 1980 (West Germany),"A young farmer sets out to recruit mercenaries to defend his peaceful planet, which is under threat of invasion by the evil tyrant Sador and his armada of aggressors.",Jimmy T. Murakami|Roger Corman,John Sayles|John Sayles,George Peppard|Robert Vaughn|Richard Thomas
4200,Double Impact (1991) ,"https://m.media-amazon.com/images/M/MV5BNDFkNGY3Y2ItODA0MS00NWUwLWFjMTktZmEyYTQxZjFhMmZiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 50min,Action|Crime,9 August 1991 (USA),Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.,Sheldon Lettich,Sheldon Lettich|Jean-Claude Van Damme,Jean-Claude Van Damme|Geoffrey Lewis|Alonna Shaw
4202,Fuzz (1972) ,"https://m.media-amazon.com/images/M/MV5BM2JjOThmZGMtZTc4My00MDgzLWJmYzMtNDcxNmUwNjAyMTExXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 32min,Action|Comedy|Crime,12 October 1972 (UK),Police in Boston search for a mad bomber trying to extort money from the city.,Richard A. Colla,Evan Hunter,Burt Reynolds|Raquel Welch|Jack Weston
4203,Harley Davidson and the Marlboro Man (1991) ,"https://m.media-amazon.com/images/M/MV5BZmRiNGVjMGYtZDMzOC00ZmU2LTk0YWItZDczMGE3YzZjYTQwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 38min,Action|Crime|Drama,23 August 1991 (USA),"Forced by the imminent foreclosure of their friend's bar, two lifelong buddies will decide to rob a bank's armoured car, not knowing that its cargo is not money but a new street drug.",Simon Wincer,,Mickey Rourke|Don Johnson|Chelsea Field
4204,Losin' It (1983) ,"https://m.media-amazon.com/images/M/MV5BOTczOTdkMTktMzE4Ny00M2MxLTkyMTMtZjhlODJjYThhZDlhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 40min,Comedy|Drama,8 April 1983 (Canada),"Set in 1965, four rowdy teenage guys travel to Tijuana, Mexico for a night of partying when they are joined by a heartbroken housewife who is in town seeking a quick divorce.",Curtis Hanson,Bill Norton|Bill Norton,Tom Cruise|Jackie Earle Haley|John Stockwell
4205,Mermaids (1990) ,"https://m.media-amazon.com/images/M/MV5BYTRiNjIwYjAtZWZmNC00Y2ZmLTk3ODgtMTBmNDRlYzNiOGQ2XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 50min,Comedy|Drama|Romance,14 December 1990 (USA),"An unconventional single mother relocates with her two daughters to a small Massachusetts town in 1963, where a number of events and relationships both challenge and strengthen their familial bonds.",Richard Benjamin,Patty Dann,Cher|Bob Hoskins|Winona Ryder
4207,Navy Seals (1990) ,"https://m.media-amazon.com/images/M/MV5BNDRlZjgwYTAtMDM2Zi00YzU3LTkzZWQtMjdkZjU3ODEzNTliXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 53min,Action|Adventure|Thriller,20 July 1990 (USA),A battle-hardened SEAL Team sets off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.,Lewis Teague,Chuck Pfarrer,Charlie Sheen|Michael Biehn|Joanne Whalley
4210,Manhunter (1986) ,"https://m.media-amazon.com/images/M/MV5BYjY3NWRlMjItMmUwOC00ZTNhLTk4ODktMDM0NjhhODI4ZDlkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h,Crime|Horror|Mystery,15 August 1986 (USA),"Former F.B.I. profiler Will Graham (William Petersen) returns to service to pursue a deranged serial killer named ""the Tooth Fairy"" (Tom Noonan) by the media.",Michael Mann,Thomas Harris,William Petersen|Kim Greist|Joan Allen
4211,Reversal of Fortune (1990) ,"https://m.media-amazon.com/images/M/MV5BMTQ3MTY0NDM3OV5BMl5BanBnXkFtZTgwMDY1NTk4NjE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 51min,Biography|Drama|Mystery,9 November 1990 (USA),"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",Barbet Schroeder,Alan M. Dershowitz,Jeremy Irons|Glenn Close|Ron Silver
4212,Death on the Nile (1978) ,"https://m.media-amazon.com/images/M/MV5BYzIwMzg1NGUtMmQxMS00MzI3LWIwOWMtZTRiZmRjMmI2N2IzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 20min,Crime|Drama|Mystery,24 October 1978 (UK),"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",John Guillermin,,Peter Ustinov|Mia Farrow|Simon MacCorkindale
4214,Revenge of the Nerds (1984) ,"https://m.media-amazon.com/images/M/MV5BODU1NzM4NTA4Nl5BMl5BanBnXkFtZTgwMTkxMzcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy,10 August 1984 (USA),"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",Jeff Kanew,Tim Metcalfe|Miguel Tejada-Flores,Robert Carradine|Anthony Edwards|Timothy Busfield
4215,Revenge of the Nerds II: Nerds in Paradise (1987) ,"https://m.media-amazon.com/images/M/MV5BYThmOGViMjQtYjYwMS00ZmI5LWEwNjMtNmQ5YzhmYWY5NTAyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 28min,Comedy,10 July 1987 (USA),"The rising college nerds set out to a convention in Florida, but are not welcomed by the Alpha Beta representatives.",Joe Roth,Tim Metcalfe|Miguel Tejada-Flores,Robert Carradine|Curtis Armstrong|Larry B. Scott
4217,4 Little Girls (1997) ,"https://m.media-amazon.com/images/M/MV5BMTk0MjUwNjQyNV5BMl5BanBnXkFtZTcwMjExNzkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 42min,Documentary|History,9 July 1997 (USA),A documentary of the notorious racial terrorist bombing of an African American church during the Civil Rights Movement.,Spike Lee,Maxine McNair|Walter Cronkite|Chris McNair,
4218,River's Edge (1986) ,"https://m.media-amazon.com/images/M/MV5BNzMyYzVkYjctNDliZi00Yjc0LThiODctOTc5Mzk2Njc5YzM2XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 39min,Crime|Drama,8 May 1987 (USA),"A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However, the friends' reaction is almost as ambiguous and perplexing as the crime itself.",Tim Hunter,,Crispin Glover|Keanu Reeves|Ione Skye
4219,Girls Just Want to Have Fun (1985) ,"https://m.media-amazon.com/images/M/MV5BNDRkMDU5YTctYTI2OS00YjBhLTk2MmItMjJiMWM2NjkwYmJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 30min,Comedy|Music|Romance,12 April 1985 (USA),"Janey is new in town and soon meets Lynne, who shares her passion for dancing in general and ""Dance TV"" in particular.",Alan Metter,,Biff Yeager|Kristi Somers|Richard Blade
4220,The Longest Yard (1974) ,"https://m.media-amazon.com/images/M/MV5BZmQ4NjY0MWItZGZlNS00MTgwLThkMjgtOTg0YzE0YWE3YzBiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 1min,Comedy|Crime|Drama,30 August 1974 (USA),"A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",Robert Aldrich,Tracy Keenan Wynn,Burt Reynolds|Eddie Albert|Ed Lauter
4221,Necessary Roughness (1991) ,"https://m.media-amazon.com/images/M/MV5BMWYyZmM0MzUtZjg2OC00ODkyLTlmZGQtOWQ2ZDA5NGI0MTI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 48min,Comedy|Sport,27 September 1991 (USA),"Due to NCAA sanctions, the Texas State University Fightin' Armadillos must form a football team from their actual student body, with no scholarships to help, to play their football schedule.",Stan Dragoti,Rick Natkin,Scott Bakula|Hector Elizondo|Robert Loggia
4223,Enemy at the Gates (2001) ,"https://m.media-amazon.com/images/M/MV5BYWFlY2E3ODQtZWNiNi00ZGU4LTkzNWEtZTQ2ZTViMWRhYjIzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 11min,Drama|History|War,21 July 2001 (China),A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.,Jean-Jacques Annaud,Jean-Jacques Annaud,Jude Law|Ed Harris|Joseph Fiennes
4224,Exit Wounds (2001) ,"https://m.media-amazon.com/images/M/MV5BMTMxNTQ5MjIwOF5BMl5BanBnXkFtZTYwNDMzODc3._V1_UX182_CR0,0,182,268_AL_.jpg",1h 41min,Action|Crime|Thriller,16 March 2001 (USA),"Orin Boyd, a tough cop in an inner-city precinct discovers a web of dirty cops and corruption.",Andrzej Bartkowiak,Ed Horowitz|Richard D'Ovidio,Steven Seagal|DMX|Isaiah Washington
4225,The Dish (2000) ,"https://m.media-amazon.com/images/M/MV5BMTI1MDc0ODkzN15BMl5BanBnXkFtZTYwNzY5Nzc5._V1_UX182_CR0,0,182,268_AL_.jpg",1h 41min,Comedy|Drama|History,19 October 2000 (Australia),"A remote Australian community, populated by quirky characters, plays a key role in the first Apollo moon landing.",Rob Sitch,Santo Cilauro|Tom Gleisner,Sam Neill|Billy Mitchell|Roz Hammond
4226,Memento (2000) ,"https://m.media-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UY268_CR0,0,182,268_AL_.jpg",1h 53min,Mystery|Thriller,25 May 2001 (USA),A man with short-term memory loss attempts to track down his wife's murderer.,Christopher Nolan,Christopher Nolan,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano
4228,Heartbreakers (2001) ,"https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 3min,Comedy|Crime|Romance,23 March 2001 (USA),A mother and daughter con team seduce and scam wealthy men.,David Mirkin,Robert Dunn|Paul Guay,Sigourney Weaver|Jennifer Love Hewitt|Gene Hackman
4229,Say It Isn't So (2001) ,"https://m.media-amazon.com/images/M/MV5BNzU5YTE4ZWEtNzdkNi00M2Q5LWJjM2UtOTFmMDg0NjBlMTRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 35min,Comedy|Romance,23 March 2001 (USA),Jo and Gilly date. They find out they're brother and sister. Jo moves away. Gilly finds out that he's not Jo's brother and that Jo's getting married. Can he stop the wedding in time?,J.B. Rogers,Peter Gaulke,Chris Klein|Heather Graham|Orlando Jones
4231,Someone Like You... (2001) ,"https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Comedy|Romance,30 March 2001 (USA),"After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.",Tony Goldwyn,Laura Zigman,Ashley Judd|Greg Kinnear|Hugh Jackman
4232,Spy Kids (2001) ,"https://m.media-amazon.com/images/M/MV5BY2JhODU1NmQtNjllYS00ZmQwLWEwZjYtMTE5NjA1M2YyMzdjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 28min,Action|Adventure|Comedy,30 March 2001 (USA),The children of secret-agent parents must save them from danger.,Robert Rodriguez,,Alexa PenaVega|Daryl Sabara|Antonio Banderas
4233,Tomcats (2001) ,"https://m.media-amazon.com/images/M/MV5BMTQ0NzQyMjgwMF5BMl5BanBnXkFtZTYwMTEyMTk2._V1_UX182_CR0,0,182,268_AL_.jpg",1h 35min,Comedy,30 March 2001 (USA),"At the wedding of a friend, the remaining bachelors bet on staying single. 7 years later, one of the 2 remaining loses $51000 in Vegas. He must get the other guy married to cash in and pay his debt or die. A cute woman helps him.",Gregory Poirier,,Shannon Elizabeth|Jerry O'Connell|Jake Busey
4234,The Tailor of Panama (2001) ,"https://m.media-amazon.com/images/M/MV5BMTY2ODcxMDAyMV5BMl5BanBnXkFtZTYwNTEzNjc2._V1_UX182_CR0,0,182,268_AL_.jpg",1h 49min,Comedy|Drama|Thriller,30 March 2001 (USA),A tailor living in Panama reluctantly becomes a spy for a British Agent.,John Boorman,John le Carré|Andrew Davies,Pierce Brosnan|Geoffrey Rush|Jamie Lee Curtis
4235,Amores perros (2000) ,"https://m.media-amazon.com/images/M/MV5BMWJhOTg5MWQtYTJjMi00YmFkLTg4ODgtYmU2YWVhODQ4ZDM3XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 34min,Drama|Thriller,16 June 2000 (Mexico),"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.",Alejandro G. Iñárritu,,Emilio Echevarría|Gael García Bernal|Goya Toledo
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000) ,"https://m.media-amazon.com/images/M/MV5BMTYzNDIyMzk2NF5BMl5BanBnXkFtZTcwNTc3MTYxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",1h 33min,Documentary|Adventure|Romance,15 April 2000 (USA),A retired gay anthropologist revisits the native cultures he studied in his youth.,David Shapiro|Laurie Gwen Shapiro,David Shapiro,Tobias Schneebaum|Norman Mailer
4237,Les glaneurs et la glaneuse (2000) ,"https://m.media-amazon.com/images/M/MV5BNGQ0OTA5NDgtOWEzZS00YmNmLWE1YmUtODViMWE2ODNhOTdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 22min,Documentary,7 July 2000 (France),"Varda films and interviews gleaners in France in all forms, from those picking fields after the harvest to those scouring the dumpsters of Paris.",Agnès Varda,,François Wertheimer|Agnès Varda|Jean La Planche
4238,Along Came a Spider (2001) ,"https://m.media-amazon.com/images/M/MV5BOTVlY2VhMWEtYmRlOC00YWVhLWEzMDktZWJlYzNiMWJmZTIwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 44min,Drama|Thriller,6 April 2001 (USA),"When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.",Lee Tamahori,James Patterson,Morgan Freeman|Michael Wincott|Monica Potter
4239,Blow (2001) ,"https://m.media-amazon.com/images/M/MV5BYjg5ZDkzZWEtZDQ2ZC00Y2ViLThhMzYtMmIxZDYzYTY2Y2Y2XkEyXkFqcGdeQXVyODAwMTU1MTE@._V1_UY268_CR3,0,182,268_AL_.jpg",2h 4min,Biography|Crime|Drama,6 April 2001 (USA),"The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.",Ted Demme,Bruce Porter|David McKenna,Johnny Depp|Penélope Cruz|Franka Potente
4240,Just Visiting (2001) ,"https://m.media-amazon.com/images/M/MV5BMTMxNTA4MTUzNl5BMl5BanBnXkFtZTYwODczODk2._V1_UX182_CR0,0,182,268_AL_.jpg",1h 28min,Comedy|Fantasy|Sci-Fi,6 April 2001 (USA),"A French count is in England to marry the princess. She's killed. A wizard helps him to time travel back before the murder - except they end up in Chicago, April 2000. A descendant helps him. He looks for the wizard to return to the 1100s.",Jean-Marie Poiré,Jean-Marie Poiré|Christian Clavier,Jean Reno|Christina Applegate|Christian Clavier
4241,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô (2000) ,"https://m.media-amazon.com/images/M/MV5BMTUxNTkzNzg2M15BMl5BanBnXkFtZTgwNjM5MzI5OTE@._V1_UY268_CR9,0,182,268_AL_.jpg",1h 33min,Animation|Action|Adventure,28 March 2002 (China),"In the town of Greenfield, a young, lonely girl's dreams and wishes are brought into reality by a collective of reality-warping Pokémon.",Kunihiko Yuyama|Michael Haigney,Norman J. Grossfeld|Michael Haigney,Veronica Taylor|Eric Stuart|Rica Matsumoto
4242,Beautiful Creatures (2000) ,"https://m.media-amazon.com/images/M/MV5BNGNlYjJhYzUtNjFlNy00ZTBhLThmMTctNDc3ZmM4ZmFlMjcxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 26min,Comedy|Thriller|Crime,19 January 2001 (UK),Two girls thrown together by their boyfriends' violence accidentally kill one of them.,Bill Eagles,,Rachel Weisz|Susan Lynch|Iain Glen
4243,Brigham City (2001) ,"https://m.media-amazon.com/images/M/MV5BMTI0OTMzNDgyNl5BMl5BanBnXkFtZTcwMDQ0MTUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 59min,Crime|Drama|Mystery,30 March 2001 (USA),The sheriff of a small Utah community searches for a serial killer.,Richard Dutcher,,Richard Dutcher|Wilford Brimley|Matthew A. Brown
4246,Bridget Jones's Diary (2001) ,"https://m.media-amazon.com/images/M/MV5BYjc3NjU1ZTEtNmNjNi00YzNiLWI3OWQtMTJmYTRkZDc1NDE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 37min,Comedy|Drama|Romance,13 April 2001 (UK),Bridget Jones is determined to improve herself while she looks for love in a year in which she keeps a personal diary.,Sharon Maguire,Helen Fielding|Helen Fielding,Renée Zellweger|Colin Firth|Hugh Grant
4247,Joe Dirt (2001) ,"https://m.media-amazon.com/images/M/MV5BMTE5NDgxNzU1MV5BMl5BanBnXkFtZTYwODQ4ODE3._V1_UX182_CR0,0,182,268_AL_.jpg",1h 31min,Adventure|Comedy|Drama,11 April 2001 (USA),"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",Dennie Gordon,David Spade,David Spade|Brittany Daniel|Dennis Miller
4248,Josie and the Pussycats (2001) ,"https://m.media-amazon.com/images/M/MV5BMTk0YzQ5ZTUtODcwZi00MThjLWJhNzItMmI4NDQ1NzI5N2Q2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 38min,Comedy|Music,11 April 2001 (USA),A girl group find themselves in the middle of a conspiracy to deliver subliminal messages through popular music.,Harry Elfont|Deborah Kaplan,Deborah Kaplan|Harry Elfont,Rachael Leigh Cook|Tara Reid|Rosario Dawson
4251,Chopper (2000) ,"https://m.media-amazon.com/images/M/MV5BYjFhYWQyNTUtN2EwMy00ZDNiLTkyYjYtYjk2NGY5ZTc2YzIwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY268_CR0,0,182,268_AL_.jpg",1h 34min,Biography|Crime|Drama,3 August 2000 (Australia),"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.",Andrew Dominik,Mark Brandon Read,Eric Bana|Simon Lyndon|Vince Colosimo
4252,Dayereh (2000) ,"https://m.media-amazon.com/images/M/MV5BMjE1NjczMTI0OV5BMl5BanBnXkFtZTcwMDkzMTkyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",1h 30min,Drama,9 September 2000 (Italy),Various women struggle to function in the oppressively sexist society of contemporary Iran.,Jafar Panahi,Kambuzia Partovi,Maryiam Palvin Almani|Nargess Mamizadeh|Mojgan Faramarzi
4254,Crocodile Dundee in Los Angeles (2001) ,"https://m.media-amazon.com/images/M/MV5BMGVhYjA3NjAtOGIyZS00MmY0LThlZTEtMzAzZWQ2NzkwMjlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR3,0,182,268_AL_.jpg",1h 32min,Action|Adventure|Comedy,12 April 2001 (Australia),"Australian Outback adventurer Mick ""Crocodile"" Dundee travels to Los Angeles with his young son while his longtime companion suspects foul play at a movie studio.",Simon Wincer,Paul Hogan|Matt Berry,Paul Hogan|Linda Kozlowski|Jere Burns
4255,Freddy Got Fingered (2001) ,"https://m.media-amazon.com/images/M/MV5BN2Q5YjBkZGEtMmJkZC00NzFkLTliZTYtNmQ2OTk1ODdiODdiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 27min,Comedy,20 April 2001 (USA),"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",Tom Green,Tom Green,Tom Green|Rip Torn|Marisa Coughlan
4256,The Center of the World (2001) ,"https://m.media-amazon.com/images/M/MV5BYTdkZTBjZmItNzYyMS00ZjhiLWJhN2EtZGZlOGJmZDRiNzg0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UY268_CR2,0,182,268_AL_.jpg",1h 28min,Drama|Romance,18 May 2001 (Italy),A successful computer engineer meets a stripper in a cafe. He offers her $10000 and she offers 3 days and nights of no penetration in Vegas.,Wayne Wang,Wayne Wang|Miranda July,Shane Edelman|Balthazar Getty|Molly Parker
4259,The Luzhin Defence (2000) ,"https://m.media-amazon.com/images/M/MV5BMjRhYTQwZmQtMDFmOS00NmI4LWEwNzgtMjk5YzdjYTg0NmM0XkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 49min,Drama|Romance,8 September 2000 (UK),Two worlds collide when an eccentric genius falls in love with a strong-willed society beauty.,Marleen Gorris,Vladimir Nabokov,John Turturro|Emily Watson|Geraldine James
4260,The Visit (2000) ,"https://m.media-amazon.com/images/M/MV5BNzMwMjI3NTE3M15BMl5BanBnXkFtZTcwNDAyNjEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 47min,Drama,20 April 2001 (USA),"A young man dying in prison brings his family together for a fateful visit, and proceeds to put his life back together.",Jordan Walker-Pearlman,Kosmond Russell,Obba Babatundé|Rae Dawn Chong|Charmin Lee White
4262,Scarface (1983) ,"https://m.media-amazon.com/images/M/MV5BNjdjNGQ4NDEtNTEwYS00MTgxLTliYzQtYzE2ZDRiZjFhZmNlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 50min,Crime|Drama,9 December 1983 (USA),"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Brian De Palma,,Al Pacino|Michelle Pfeiffer|Steven Bauer
4263,Days of Wine and Roses (1962) ,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 57min,Drama,4 February 1963 (Brazil),"An alcoholic marries a young woman, who he systematically addicts to booze, so they can share his ""passion"" together.",Blake Edwards,,Jack Lemmon|Lee Remick|Charles Bickford
4265,Driven (2001) ,"https://m.media-amazon.com/images/M/MV5BMjA5MDk4NzI0NF5BMl5BanBnXkFtZTYwNjU0Nzc5._V1_UX182_CR0,0,182,268_AL_.jpg",1h 56min,Action|Drama|Sport,27 April 2001 (USA),A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.,Renny Harlin,Jan Skrentny|Neal Tabachnick,Sylvester Stallone|Kip Pardue|Til Schweiger
4267,One Night at McCool's (2001) ,"https://m.media-amazon.com/images/M/MV5BZmE1OTg1ZmItNGMyOC00MzA5LTgyMWEtYmE0MzcwNjE3Y2MwXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",1h 33min,Comedy|Crime,27 April 2001 (USA),Every man has a different recollection of the beautiful young woman who wreaked havoc on their lives during one heated night.,Harald Zwart,,Liv Tyler|Matt Dillon|Mary Jo Smith
4268,Town & Country (2001) ,"https://m.media-amazon.com/images/M/MV5BMTkzODc4NjAwOV5BMl5BanBnXkFtZTYwNjIxNjk2._V1_UX182_CR0,0,182,268_AL_.jpg",1h 44min,Comedy|Romance,27 April 2001 (USA),"Porter Stoddard is a well-known New York architect who is at a crossroads... a nexus where twists and turns lead to myriad missteps, some with his wife Ellie, others with longtime friends ...
                    ",Peter Chelsom,Michael Laughlin,Warren Beatty|Diane Keaton|Nastassja Kinski
4270,The Mummy Returns (2001) ,"https://m.media-amazon.com/images/M/MV5BMjE2NzU1NTk2MV5BMl5BanBnXkFtZTgwMjIwMzcxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",2h 10min,Action|Adventure|Fantasy,4 May 2001 (USA),"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.",Stephen Sommers,,Brendan Fraser|Rachel Weisz|John Hannah
